schema_version,message_type,device_id,site_id,location,machine_type,cycle_id,cycle_started_at,cycle_ended_at,cycle_duration_ms,cycle_completeness,cycle_abort_reason,ops_phase_extend_duration_ms,ops_phase_dwell_duration_ms,ops_phase_retract_duration_ms,di_start_forward_edges,di_e_stop_triggered,di_overload_trip,di_door_open_events,di_gate_open_events,di_valve_extend_feedback_ok,di_valve_retract_feedback_ok,electrical_avg_current_rms_phase_a_a,electrical_avg_current_rms_phase_b_a,electrical_avg_current_rms_phase_c_a,electrical_peak_current_rms_phase_a_a,electrical_peak_current_rms_phase_b_a,electrical_peak_current_rms_phase_c_a,electrical_current_imbalance_pct_avg,electrical_current_imbalance_pct_max,electrical_avg_voltage_rms_ab_v,electrical_avg_voltage_rms_bc_v,electrical_avg_voltage_rms_ca_v,electrical_voltage_imbalance_pct_avg,electrical_voltage_imbalance_pct_max,electrical_inrush_current_peak_a,electrical_inrush_duration_ms,electrical_power_factor_avg,electrical_power_factor_min,electrical_time_below_pf_0p8_ms,energy_active_kwh,energy_reactive_kvarh,energy_apparent_kvah,energy_per_cycle_kwh,hydraulic_max_pressure_psi,hydraulic_avg_pressure_psi,hydraulic_pressure_rise_time_ms,hydraulic_max_dp_dt_psi_per_s,hydraulic_pressure_overshoot_pct,hydraulic_stall_signature_flag,thermal_oil_temp_start_c,thermal_oil_temp_end_c,thermal_oil_temp_delta_c,thermal_cold_start_flag,productivity_bale_count_increment,productivity_utilization_last_hour_pct,health_cycle_time_drift_pct,health_peak_current_drift_pct,health_pressure_capability_drift_pct,health_anomaly_score,health_attention_flag,calc_baseline_window_cycles,firmware_version,device_age_years,device_performance_profile
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116100610_0032,2024-01-16T10:06:10.341836Z,2024-01-16T10:14:17.833836Z,487492,True,,194078,50661,174607,1,False,False,0,0,True,True,45.27,47.02,47.42,113.17,117.55,118.55,4.62,6.93,471.76,478.36,479.84,1.69,2.03,142.26,214,0.877,0.777,0,13.835,7.575,15.774,13.835,3695.9,2771.9,2339,1580.1,2.7,False,49.3,61.7,12.4,False,1,71.2,0.85,2.37,-2.98,0.052,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116102626_0033,2024-01-16T10:26:26.798235Z,2024-01-16T10:34:43.033235Z,496235,True,,187503,51593,163418,1,False,False,0,0,True,True,46.89,51.66,48.55,117.23,129.15,121.37,9.72,14.58,471.74,482.35,472.49,2.23,2.68,154.98,200,0.832,0.732,0,14.067,9.375,16.905,14.067,3685.3,2764.0,2108,1748.3,3.9,False,47.2,59.9,12.7,False,1,70.9,4.78,-0.66,-2.1,0.093,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116104915_0034,2024-01-16T10:49:15.651144Z,2024-01-16T10:58:29.620144Z,553969,True,,212077,57042,183453,2,False,False,0,0,True,True,41.59,47.56,46.29,103.98,118.89,115.73,13.21,19.82,483.06,474.94,477.32,1.7,2.04,142.67,283,0.859,0.759,0,15.276,9.124,17.793,15.276,3612.9,2709.7,1887,1914.6,4.6,False,49.6,63.7,14.1,False,1,63.8,0.08,4.98,1.17,0.062,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116111624_0035,2024-01-16T11:16:24.015899Z,2024-01-16T11:24:19.354899Z,475339,True,,182300,46615,162160,1,False,False,0,0,True,True,41.76,43.84,44.74,104.39,109.61,111.85,6.86,10.3,476.39,484.92,476.12,1.83,2.2,134.22,156,0.887,0.787,0,12.854,6.687,14.49,12.854,3660.5,2745.4,2164,1691.6,1.1,False,49.1,61.2,12.1,False,1,67.7,3.59,1.78,0.28,0.08,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116113438_0036,2024-01-16T11:34:38.788638Z,2024-01-16T11:43:26.135638Z,527347,True,,205637,49670,173510,1,False,False,0,0,True,True,45.05,46.24,47.16,112.62,115.61,117.91,4.58,6.88,493.92,481.4,485.81,2.57,3.09,141.49,279,0.912,0.812,0,16.154,7.245,17.705,16.154,3620.7,2715.5,2301,1573.5,0.5,False,51.9,65.4,13.4,False,1,69.6,1.27,3.21,0.07,0.144,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116115143_0037,2024-01-16T11:51:43.366183Z,2024-01-16T11:59:54.472183Z,491106,True,,198685,51124,160226,1,False,False,0,0,True,True,45.73,41.26,42.44,114.33,103.16,106.11,10.35,15.53,475.37,474.76,481.63,1.44,1.73,137.19,210,0.916,0.816,0,13.592,5.944,14.835,13.592,3664.8,2748.6,1632,2245.6,1.4,False,52.3,64.8,12.5,False,1,81.6,3.28,4.81,-1.05,0.047,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116120831_0038,2024-01-16T12:08:31.956418Z,2024-01-16T12:16:58.871418Z,506915,True,,189275,47398,166230,1,False,False,0,0,True,True,49.9,46.74,49.65,124.76,116.84,124.12,6.5,9.74,487.77,472.7,484.51,3.13,3.75,149.71,175,0.842,0.742,0,14.953,9.577,17.757,14.953,3660.6,2745.4,2036,1797.9,2.4,False,52.1,65.0,12.9,False,1,65.9,4.92,-1.98,0.81,0.116,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116123319_0039,2024-01-16T12:33:19.665466Z,2024-01-16T12:40:08.418466Z,408753,True,,157069,43629,148849,1,False,False,0,0,True,True,43.69,48.45,47.23,109.23,121.14,118.08,10.25,15.38,482.72,478.54,481.85,0.87,1.04,145.36,157,0.843,0.743,0,11.381,7.263,13.501,11.381,3612.2,2709.1,1594,2266.1,0.8,False,48.8,59.2,10.4,False,1,70.9,-4.01,0.72,-2.43,0.032,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116124435_0040,2024-01-16T12:44:35.594604Z,2024-01-16T12:52:46.309604Z,490715,True,,189223,49785,178058,1,False,False,0,0,True,True,46.17,41.6,44.01,115.44,104.01,110.03,10.4,15.61,478.96,479.55,491.74,2.64,3.17,138.52,156,0.902,0.802,0,13.71,6.58,15.207,13.71,3643.8,2732.9,2386,1527.2,4.0,False,49.6,62.1,12.5,False,1,75.0,-1.15,-3.73,-0.69,0.106,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116130557_0041,2024-01-16T13:05:57.120299Z,2024-01-16T13:15:05.750299Z,548630,True,,212393,55714,192628,2,False,False,0,0,True,True,49.44,50.26,46.62,123.61,125.64,116.56,7.45,11.18,485.09,481.04,484.35,0.84,1.0,150.77,158,0.926,0.826,0,17.704,7.214,19.118,17.704,3620.2,2715.1,2047,1768.5,1.2,False,53.2,67.2,14.0,False,1,70.7,4.15,0.75,1.43,0.098,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116131835_0042,2024-01-16T13:18:35.185371Z,2024-01-16T13:27:33.247371Z,538062,True,,212458,55210,180052,1,False,False,0,0,True,True,50.9,44.73,51.38,127.26,111.83,128.45,13.57,20.35,475.5,474.94,471.2,0.91,1.09,154.15,213,0.924,0.824,0,17.057,7.074,18.466,17.057,3639.5,2729.6,1812,2008.5,0.2,False,50.9,64.6,13.7,False,1,81.8,0.05,-2.53,-0.59,0.144,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116232952_0043,2024-01-16T23:29:52.110244Z,2024-01-16T23:38:02.564244Z,490454,True,,197264,48130,164349,1,False,False,0,0,True,True,49.72,44.57,46.69,124.31,111.42,116.73,10.97,16.46,485.99,476.14,485.0,2.04,2.45,149.17,298,0.849,0.749,0,14.001,8.725,16.497,14.001,3622.3,2716.7,1662,2179.5,3.7,False,50.9,63.4,12.5,False,1,71.5,2.63,3.04,2.53,0.192,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240116234358_0044,2024-01-16T23:43:58.945192Z,2024-01-16T23:53:00.346192Z,541401,True,,204726,54361,194383,1,False,False,0,0,True,True,48.66,50.79,47.1,121.64,126.98,117.74,7.57,11.35,478.72,471.48,479.58,1.7,2.04,152.38,285,0.837,0.737,0,15.599,10.215,18.646,15.599,3620.2,2715.2,2430,1489.8,4.4,False,53.5,67.3,13.8,False,1,72.7,2.98,2.32,-1.99,0.199,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117000521_0045,2024-01-17T00:05:21.785188Z,2024-01-17T00:13:10.346188Z,468561,True,,188012,48851,161175,1,False,False,0,0,True,True,44.34,47.71,46.99,110.86,119.28,117.47,7.27,10.9,482.29,482.17,471.14,2.33,2.8,143.13,173,0.865,0.765,0,13.339,7.747,15.425,13.339,3662.8,2747.1,2493,1469.3,4.8,False,53.8,65.7,11.9,False,1,81.9,3.71,3.47,2.71,0.025,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117001616_0046,2024-01-17T00:16:16.093643Z,2024-01-17T00:25:06.630643Z,530537,True,,209807,54506,171305,1,False,False,0,0,True,True,45.52,44.44,47.72,113.79,111.11,119.3,7.13,10.7,482.15,483.18,484.24,0.43,0.52,143.16,294,0.899,0.799,0,15.545,7.568,17.289,15.545,3667.0,2750.2,1784,2055.5,1.1,False,50.7,64.2,13.5,False,1,75.9,3.26,3.23,1.57,0.164,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117003846_0047,2024-01-17T00:38:46.813605Z,2024-01-17T00:46:38.272605Z,471459,True,,179969,44382,165560,1,False,False,0,0,True,True,50.88,44.6,39.58,127.19,111.5,98.95,25.1,37.65,473.79,478.44,480.24,1.35,1.62,152.63,269,0.9,0.8,0,13.329,6.455,14.81,13.329,3689.7,2767.3,2287,1613.3,0.0,False,52.7,64.7,12.0,False,1,64.1,3.17,3.38,1.17,0.129,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117010123_0048,2024-01-17T01:01:23.167684Z,2024-01-17T01:09:21.388684Z,478221,True,,200060,49053,160267,1,False,False,0,0,True,True,41.86,42.1,45.11,104.64,105.26,112.77,7.56,11.34,472.31,488.38,479.09,3.35,4.02,135.33,178,0.864,0.764,0,12.371,7.197,14.312,12.371,3648.1,2736.1,2113,1726.5,3.8,False,50.8,63.0,12.2,False,1,71.5,3.52,3.99,-1.93,0.295,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117011845_0049,2024-01-17T01:18:45.061464Z,2024-01-17T01:26:56.838464Z,491777,True,,201719,46482,165226,1,False,False,0,0,True,True,43.51,47.51,44.99,108.78,118.76,112.46,8.81,13.21,475.73,481.07,474.25,1.43,1.72,142.52,216,0.853,0.753,0,13.33,8.144,15.621,13.33,3668.8,2751.6,1654,2218.1,1.0,False,56.3,68.8,12.5,False,1,69.0,4.56,3.14,-0.27,0.045,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117013735_0050,2024-01-17T01:37:35.560318Z,2024-01-17T01:45:41.386318Z,485826,True,,186170,47668,159597,1,False,False,0,0,True,True,40.18,47.38,48.17,100.45,118.46,120.42,17.66,26.49,477.07,477.1,491.29,2.95,3.54,144.5,295,0.865,0.765,0,13.366,7.738,15.444,13.366,3696.0,2772.0,1808,2044.2,3.9,False,55.5,67.9,12.4,False,1,74.1,4.49,2.85,-2.63,0.167,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117015136_0051,2024-01-17T01:51:36.102684Z,2024-01-17T01:59:21.013684Z,464911,True,,195252,49110,160636,1,False,False,0,0,True,True,48.66,46.4,40.68,121.64,116.01,101.69,17.64,26.46,481.55,481.93,478.21,0.77,0.93,145.97,237,0.846,0.746,0,12.622,7.952,14.919,12.622,3610.0,2707.5,1957,1844.7,2.1,False,52.1,64.0,11.9,False,1,77.7,3.46,2.85,-0.45,0.262,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117020904_0052,2024-01-17T02:09:04.143848Z,2024-01-17T02:16:36.513848Z,452370,True,,174452,44713,157632,1,False,False,0,0,True,True,47.51,50.46,42.71,118.79,126.14,106.77,16.53,24.79,485.92,471.48,483.05,3.01,3.61,151.37,159,0.908,0.808,0,13.792,6.345,15.181,13.792,3624.4,2718.3,1718,2109.7,1.9,False,51.4,62.9,11.5,False,1,73.6,4.61,2.43,-0.44,0.282,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117022653_0053,2024-01-17T02:26:53.648963Z,2024-01-17T02:35:02.822963Z,489174,True,,196238,43436,173723,1,False,False,0,0,True,True,47.92,46.78,50.36,119.81,116.96,125.89,7.39,11.08,486.23,473.63,482.3,2.62,3.15,151.07,274,0.922,0.822,0,15.62,6.553,16.939,15.62,3670.5,2752.9,1959,1873.7,0.1,False,56.0,68.4,12.5,False,1,78.5,2.8,2.62,0.17,0.065,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117025304_0054,2024-01-17T02:53:04.983703Z,2024-01-17T03:01:44.628703Z,519645,True,,202776,48953,182437,1,False,False,0,0,True,True,45.45,48.63,45.1,113.62,121.57,112.74,7.61,11.42,472.51,483.82,487.08,3.03,3.63,145.88,260,0.927,0.827,0,15.544,6.311,16.776,15.544,3611.4,2708.5,1976,1827.6,4.1,False,51.9,65.1,13.3,False,1,64.4,2.51,3.46,-1.9,0.153,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117030619_0055,2024-01-17T03:06:19.754026Z,2024-01-17T03:14:29.100026Z,489346,True,,195253,48410,165667,2,False,False,0,0,True,True,46.26,43.95,46.46,115.65,109.88,116.16,5.52,8.27,478.7,475.65,480.8,1.08,1.29,139.39,153,0.931,0.831,0,14.633,5.738,15.718,14.633,3648.2,2736.2,1636,2230.0,4.9,False,53.2,65.7,12.5,False,1,64.0,4.84,2.74,-2.94,0.207,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117033409_0056,2024-01-17T03:34:09.251136Z,2024-01-17T03:42:03.040136Z,473789,True,,183773,51316,167208,1,False,False,0,0,True,True,49.36,47.56,39.35,123.41,118.9,98.36,22.06,33.08,485.46,480.3,481.77,1.07,1.28,148.09,223,0.907,0.807,0,13.951,6.492,15.387,13.951,3656.0,2742.0,1775,2059.7,2.7,False,51.4,63.5,12.1,False,1,68.7,2.91,2.72,-0.48,0.03,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117034546_0057,2024-01-17T03:45:46.249307Z,2024-01-17T03:53:35.436307Z,469187,True,,172142,50067,166363,1,False,False,0,0,True,True,47.7,47.66,46.76,119.24,119.14,116.91,1.97,2.96,478.72,485.89,474.63,2.35,2.82,143.09,277,0.884,0.784,0,13.85,7.331,15.671,13.85,3692.8,2769.6,2010,1837.2,2.8,False,53.5,65.4,12.0,False,1,70.2,2.42,2.74,1.23,0.115,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117040046_0058,2024-01-17T04:00:46.452326Z,2024-01-17T04:08:15.642326Z,449190,True,,174623,45871,150099,2,False,False,0,0,True,True,48.59,44.18,45.71,121.47,110.46,114.28,9.54,14.31,476.24,471.22,480.25,1.9,2.28,145.76,269,0.918,0.818,0,13.354,5.76,14.543,13.354,3618.1,2713.6,1943,1862.1,0.5,False,54.3,65.8,11.5,False,1,68.7,3.07,2.38,2.14,0.265,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117041618_0059,2024-01-17T04:16:18.493084Z,2024-01-17T04:23:50.419084Z,451926,True,,173362,44656,157713,1,False,False,0,0,True,True,50.7,47.21,47.35,126.74,118.02,118.38,7.21,10.81,481.81,477.35,479.24,0.93,1.12,152.09,263,0.862,0.762,0,13.387,7.867,15.528,13.387,3620.1,2715.1,1706,2122.0,1.9,False,51.6,63.1,11.5,False,1,74.8,4.51,2.04,1.81,0.284,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117042723_0060,2024-01-17T04:27:23.124896Z,2024-01-17T04:35:07.955896Z,464831,True,,180958,49997,158641,1,False,False,0,0,True,True,48.05,43.05,47.72,120.12,107.62,119.31,10.8,16.2,480.97,482.23,475.9,1.32,1.58,144.14,228,0.887,0.787,0,13.518,7.03,15.237,13.518,3610.5,2707.9,1730,2087.0,0.9,False,51.9,63.8,11.9,False,1,81.8,4.54,2.75,0.44,0.008,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117044236_0061,2024-01-17T04:42:36.441727Z,2024-01-17T04:51:11.192727Z,514751,True,,196186,54190,173596,1,False,False,0,0,True,True,48.44,40.07,45.27,121.09,100.19,113.19,18.75,28.13,480.38,480.88,484.11,0.77,0.93,145.31,270,0.869,0.769,0,14.117,8.03,16.241,14.117,3667.3,2750.5,2099,1747.2,1.3,False,58.6,71.7,13.1,False,1,64.6,2.01,2.7,-1.55,0.019,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117045714_0062,2024-01-17T04:57:14.311585Z,2024-01-17T05:06:29.584585Z,555273,True,,222416,53683,190958,1,False,False,0,0,True,True,45.97,44.69,47.14,114.93,111.72,117.86,5.35,8.02,473.39,481.59,489.56,3.36,4.03,141.43,290,0.871,0.771,0,15.484,8.745,17.783,15.484,3684.2,2763.1,1881,1958.6,1.4,False,55.6,69.8,14.2,False,1,74.5,4.88,2.37,-0.89,0.172,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117052414_0063,2024-01-17T05:24:14.907630Z,2024-01-17T05:31:38.286630Z,443379,True,,171208,43944,142798,2,False,False,0,0,True,True,42.23,41.04,44.47,105.57,102.59,111.18,8.06,12.1,473.68,471.74,482.34,2.23,2.67,133.41,274,0.883,0.783,0,11.628,6.184,13.17,11.628,3655.6,2741.7,2268,1611.8,2.5,False,51.2,62.5,11.3,False,1,68.2,3.63,2.44,0.9,0.271,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117053605_0064,2024-01-17T05:36:05.485040Z,2024-01-17T05:44:22.101040Z,496616,True,,199829,49608,166209,1,False,False,0,0,True,True,48.71,49.49,44.97,121.76,123.72,112.43,9.46,14.19,478.42,472.54,476.25,1.24,1.48,148.46,191,0.843,0.743,0,14.076,8.984,16.699,14.076,3627.0,2720.3,1633,2221.1,3.0,False,53.4,66.1,12.7,False,1,67.8,3.3,3.29,-1.37,0.115,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117174456_0065,2024-01-17T17:44:56.851358Z,2024-01-17T17:52:40.615358Z,463764,True,,184073,44789,163649,1,False,False,0,0,True,True,49.92,47.24,42.74,124.8,118.11,106.85,15.4,23.09,488.8,479.37,470.28,3.86,4.64,149.75,260,0.919,0.819,0,14.308,6.139,15.569,14.308,3689.7,2767.2,2026,1821.2,0.5,False,53.1,64.9,11.8,False,1,70.5,3.22,3.75,1.48,0.098,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117180702_0066,2024-01-17T18:07:02.217115Z,2024-01-17T18:15:22.736115Z,500519,True,,196667,49057,166912,1,False,False,0,0,True,True,51.06,48.6,47.61,127.66,121.51,119.04,7.02,10.53,470.31,476.42,488.69,3.84,4.61,153.19,178,0.849,0.749,0,14.458,8.981,17.02,14.458,3635.3,2726.5,2132,1705.1,3.1,False,55.2,67.9,12.8,False,1,82.5,8.27,4.62,-1.25,0.07,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117182725_0067,2024-01-17T18:27:25.901282Z,2024-01-17T18:34:44.794282Z,438893,True,,166606,42520,147011,1,False,False,0,0,True,True,45.58,46.92,41.95,113.94,117.3,104.88,11.09,16.63,481.91,485.54,483.31,0.75,0.9,140.76,211,0.883,0.783,0,12.331,6.545,13.96,12.331,3630.6,2722.9,2139,1697.3,3.7,False,58.8,70.0,11.2,False,1,66.0,4.37,3.4,-0.4,0.038,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117184510_0068,2024-01-17T18:45:10.836220Z,2024-01-17T18:52:41.225220Z,450389,True,,181343,46085,155546,1,False,False,0,0,True,True,48.67,40.84,48.58,121.66,102.11,121.45,17.0,25.49,473.78,479.23,486.29,2.61,3.13,146.0,194,0.863,0.763,0,12.486,7.305,14.466,12.486,3651.0,2738.2,1900,1921.6,0.9,False,52.4,63.9,11.5,False,1,71.2,3.33,6.24,2.91,0.247,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117190507_0069,2024-01-17T19:05:07.300062Z,2024-01-17T19:12:47.521062Z,460221,True,,177777,43683,154760,2,False,False,0,0,True,True,52.22,47.52,43.92,130.54,118.81,109.81,17.31,25.97,483.54,476.73,472.9,2.23,2.67,156.65,250,0.873,0.773,0,13.696,7.666,15.695,13.696,3687.3,2765.5,1711,2155.1,1.6,False,55.5,67.2,11.7,False,1,75.9,3.99,6.38,1.87,0.143,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117193017_0070,2024-01-17T19:30:17.305627Z,2024-01-17T19:38:23.231627Z,485926,True,,189722,53192,159465,1,False,False,0,0,True,True,46.61,47.23,45.75,116.52,118.07,114.38,3.17,4.76,480.64,482.5,476.37,1.28,1.53,141.68,251,0.881,0.781,0,14.107,7.56,16.005,14.107,3636.1,2727.0,1640,2217.1,3.0,False,55.4,67.8,12.4,False,1,67.1,3.38,4.32,-1.61,0.267,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117194219_0071,2024-01-17T19:42:19.284150Z,2024-01-17T19:49:49.453150Z,450169,True,,171023,50619,151972,1,False,False,0,0,True,True,39.71,50.18,42.39,99.27,125.44,105.96,23.75,35.62,479.45,480.66,475.97,0.98,1.18,150.53,272,0.902,0.802,0,12.645,6.044,14.015,12.645,3647.7,2735.8,2000,1823.8,4.7,False,54.3,65.8,11.5,False,1,68.0,8.02,5.76,2.22,0.239,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117195842_0072,2024-01-17T19:58:42.878114Z,2024-01-17T20:06:22.005114Z,459127,True,,174048,46278,148211,1,False,False,0,0,True,True,46.05,47.22,47.87,115.13,118.04,119.67,3.86,5.79,481.97,469.96,474.69,2.52,3.03,143.6,191,0.853,0.753,0,13.074,8.009,15.332,13.074,3637.7,2728.3,2457,1480.5,1.1,False,54.0,65.7,11.7,False,1,75.0,7.99,3.75,1.71,0.179,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117202433_0073,2024-01-17T20:24:33.213589Z,2024-01-17T20:33:04.584589Z,511371,True,,206448,50566,181899,1,False,False,0,0,True,True,44.22,49.11,53.82,110.54,122.77,134.54,19.57,29.36,477.7,482.98,474.09,1.86,2.23,161.45,252,0.871,0.771,0,15.364,8.679,17.646,15.364,3650.4,2737.8,1616,2258.9,0.5,False,54.1,67.1,13.0,False,1,77.1,5.57,6.46,1.17,0.002,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117204633_0074,2024-01-17T20:46:33.631166Z,2024-01-17T20:55:37.337166Z,543706,True,,214808,53644,178853,1,False,False,0,0,True,True,44.79,44.13,51.64,111.97,110.33,129.09,16.01,24.02,477.74,483.27,479.05,1.15,1.38,154.91,231,0.913,0.813,0,16.373,7.293,17.924,16.373,3692.7,2769.5,1694,2179.9,1.1,False,52.5,66.4,13.9,False,1,64.8,3.73,6.72,0.31,0.239,False,50,2.3.1,0.5,new
1.0.0,cycle_summary,COMPACTOR-001,SITE-NY-001,"New York, NY",compactor,COMPACTOR-001_CYCLE_20240117210416_0075,2024-01-17T21:04:16.644757Z,2024-01-17T21:12:35.319757Z,498675,True,,198868,49852,175305,1,False,False,0,0,True,True,49.1,41.52,53.65,122.76,103.79,134.11,25.22,37.83,479.37,481.11,476.98,0.86,1.04,160.94,200,0.932,0.832,0,15.775,6.148,16.93,15.775,3694.2,2770.7,2248,1643.3,2.8,False,51.4,64.1,12.7,False,1,80.6,7.99,4.13,0.29,0.025,False,50,2.3.1,0.5,new
